Order,Family,Species,English_name,Subspecies,M_mass,M_mass_N,F_mass,F_mass_N,unsexed_mass,unsexed_mass_N,M_wing,M_wing_N,F_wing,F_wing_N,Unsexed_wing,Unsexed_wing_N,M_tarsus,M_tarsus_N,F_tarsus,F_tarsus_N,Unsexed_tarsus,Unsexed_tarsus_N,M_bill,M_bill_N,F_bill,F_bill_N,Unsexed_bill,Unsexed_bill_N,M_tail,M_tail_N,F_tail,F_tail_N,Unsexed_tail,Unsexed_tail_N,Clutch_size,Egg_mass,Mating_System,Display,Resource,References
Charadriiformes,Scolopacidae,Limnodromus griseus,Short-billed Dowitcher,,111,,116,,,,145,,144,,,,34.5,,34.5,,,,58.8,,56.5,,,,,,,,,,3.98,17.5,2,,,"1, 16, 57"
Charadriiformes,Scolopacidae,Limnodromus scolopaceus,Long-billed Dowitcher,,100,,109,,,,141,,146,,,,37.3,,41.1,,,,62.1,,72.4,,,,,,,,,,3.9,,2,,,"1, 7, 16"
Charadriiformes,Scolopacidae,Limnodromus semipalmatus,Asian Dowitcher,,,,,,180,,,,,,350,,50.5,,51.1,,,,,,,,,,65.5,8,64,5,,,,,,,,"19, 63"
Charadriiformes,Scolopacidae,Aphriza virgata,Surfbird,,186.8,,216.3,,,,171.8,,178.8,,,,31.3,,32.9,,,,24.1,,26.5,,,,,,,,,,4,,,4,,7
Charadriiformes,Scolopacidae,Calidris tenuirostris,Great Knot,,156,,174,,,,185,,192,,,,35,,35.5,,,,42.1,,43.8,,,,64.3,16,65.8,22,,,,22,,,,"16, 19, 57"
Charadriiformes,Scolopacidae,Calidris canutus,Red Knot,,126,,148,,,,169,,173,,,,30.5,,31.4,,,,32.6,,34.4,,,,58.5,8,57,11,,,3.87,19.3,2,1,,"1, 7, 16, 19, 31, 68"
Charadriiformes,Scolopacidae,Calidris alba,Sanderling,,52.8,,55.4,,,,125,,130,,,,25.5,,25.7,,,,25.6,,26.4,,,,49.2,28,50.2,26,,,3.93,11.2,1,4,,"1, 7, 16, 57"
Charadriiformes,Scolopacidae,Calidris pusilla,Semipalmated Sandpiper,,25,,27,,,,95.9,,100.1,,,,21.3,,22.1,,,,18.6,,20.2,,,,40.6,13,39.3,16,,,4,6.9,2,3,,"1, 7, 16, 57, 68"
Charadriiformes,Scolopacidae,Calidris mauri,Western Sandpiper,,28,,31,,,,97.1,,101,,,,21.8,,23.4,,,,23.1,,26.7,,,,41,13,42,20,,,4,7.5,2,3,,"1, 7, 16, 19, 57, 68"
Charadriiformes,Scolopacidae,Calidris minuta,Little Stint,,24,,27.1,,,,96.4,,99.5,,,,21.2,,21.7,,,,18.1,,18.5,,,,39.3,23,40.2,19,,,3.84,6.3,1,,,"1, 16, 19, 57"
Charadriiformes,Scolopacidae,Calidris ruficollis,Rufous-necked Stint,,25.7,,26.6,,,,103.5,,106.2,,,,19.7,,19.9,,,,17.5,,18.7,,,,45.5,54,46,54,,,,8.3,2,,,"1, 16, 19, 57, 68"
Charadriiformes,Scolopacidae,Calidris temminckii,Temminck's Stint,,24.3,,27.8,,,,98.2,,99.3,,,,17.6,,17.9,,,,16.9,,17.2,,,,46.2,16,47.1,15,,,3.98,5.8,1,3,,"1, 16, 41"
Charadriiformes,Scolopacidae,Calidris subminuta,Long-toed Stint,,29,,32,,,,93.1,,95,,,,21.8,,22,,,,17.8,,18.8,,,,37.5,28,38.3,18,,,,7.5,,,,"16, 19, 57"
Charadriiformes,Scolopacidae,Calidris minutilla,Least Sandpiper,,20.3,,22.2,,,,89.8,,91.6,,,,18.6,,19.1,,,,18.2,,19.5,,,,37.9,12,37.4,14,,,4,6.4,2,4,,"1, 7, 16, 57"
Charadriiformes,Scolopacidae,Calidris fuscicollis,White-rumped Sandpiper,,39.7,,45.8,,,,122,,125,,,,23.9,,24.6,,,,23.2,,24.4,,,,51,22,50.9,12,,,3.98,10.8,4,3,,"1, 7, 41"
Charadriiformes,Scolopacidae,Calidris bairdii,Baird's Sandpiper,,39.3,,39.7,,,,125,,129,,,,22.4,,22.9,,,,22.3,,23.8,,,,53.3,7,53,2,,,4,9.6,2,4,,"1, 7, 41"
Charadriiformes,Scolopacidae,Calidris melanotos,Pectoral Sandpiper,,97.8,,65.1,,,,144,,131,,,,28.9,,26.8,,,,29.6,,27.7,,,,62.4,8,55.3,15,,,3.95,13.1,5,1,1,"1, 7, 41"
Charadriiformes,Scolopacidae,Calidris acuminata,Sharp-tailed Sandpiper,,70.3,,63.5,,,,140,,130,,,,30.9,,29.1,,,,26.3,,24.7,,,,55.7,29,51.9,44,,,,13.7,4,,,"1, 19, 41"
Charadriiformes,Scolopacidae,Calidris maritima,Purple Sandpiper,,67.6,,76.3,,,,127,,132,,,,22.3,,23.1,,,,27.5,,32,,,,56.2,14,58,13,,,3.87,13.3,2,3,1,"1, 16, 41"
Charadriiformes,Scolopacidae,Calidris ptilocnemis,Rock Sandpiper,,76.3,,83,,,,121.3,,125.5,,,,22.8,,22.6,,,,26.8,,29.8,,,,,,,,,,3.9,14.2,2,4,,"1, 7, 51, 57, 69"
Charadriiformes,Scolopacidae,Calidris alpina,Dunlin,,41,,45.1,,,,112,,116,,,,22.8,,23.4,,,,26.1,,29.5,,,,81.2,80,51.7,7,,,4,10.7,2,4,1,"1, 16, 19, 31"
Charadriiformes,Scolopacidae,Calidris ferruginea,Curlew Sandpiper,,63.2,,63.3,,,,132,,133,,,,29.3,,31,,,,36.2,,40.1,,,,47,9,47.8,11,,,,12,,,,"16, 19, 57, 68"
Charadriiformes,Scolopacidae,Micropalama himantopus,Stilt Sandpiper,,55.8,,60.4,,,,132,,134,,,,40.2,,41.5,,,,39.5,,41.3,,,,49.4,16,50.1,15,,,,11.2,2,,,"1, 16, 19, 57, 68"
Charadriiformes,Scolopacidae,Tryngites subruficollis,Buff-breasted Sandpiper,,70.5,,53,,,,136,,129,,,,32.1,,29.8,,,,20.1,,18.5,,,,58.6,16,54.9,14,,,4,13,5,,,"1, 7, 16, 57, 68"
Charadriiformes,Scolopacidae,Eurynorhynchus pygmeus,Spoonbill Sandpiper,,31,,34.6,,,,104,,106.9,,,,21.3,,21.8,,,,21.1,,22.3,,,,,,,,,,,8,,,,"57, 60"
Charadriiformes,Scolopacidae,Limicola falcinellus,Broad-billed Sandpiper,,,,,,37,,105,,110,,,,21.4,,22.6,,,,30.4,,33.5,,,,36.7,13,38.1,6,,,4,9.1,,,,"16, 19"
Charadriiformes,Scolopacidae,Philomachus pugnax,Ruff,,199,,118,,,,191,,158,,,,50.2,,42.9,,,,35,,30.9,,,,65.9,67,54.3,23,,,3.72,21,5,3,,"1, 16, 19, 57"
Charadriiformes,Scolopacidae,Steganopus tricolor,Wilson's Phalarope,,50.2,,68.1,,,,125,,136,,,,32.4,,34,,,,30.7,,33.6,,,,,,,,,,,9.4,1,,,"1, 16, 57, 68"
Charadriiformes,Scolopacidae,Phalaropus lobatus,Red-necked Phalarope,,32.4,,37.4,,,,108,,114,,,,20.4,,20.3,,,,21.1,,21.4,,,,47.9,13,50.4,21,,,3.91,6.3,1,,,"1, 16, 57,68"
Charadriiformes,Scolopacidae,Phalaropus fulicaria,Red Phalarope,,50.8,,61,,,,129,,137,,,,21.6,,21.9,,,,21.6,,22.8,,,,61.7,13,66.9,17,,,3.81,7.5,1,,,"1, 16, 57, 68"
Charadriiformes,Rostratulidae,Rostratula benghalensis,Greater Painted-snipe,,146,,159,,,,129.4,,139.7,,,,45,,47.9,,,,48.9,,50.6,,,,50.6,11,52.2,28,,,3.88,12.4,1,1,,"1, 16, 18, 57, 68"
Charadriiformes,Rostratulidae,Rostratula semicollaris,American Painted-snipe,,,,,,76.6,,103.9,,107,,,,,,,,,,42.3,,42.7,,,,,,,,,,,11.3,,,,"31, 51, 57, 63, 68"
Charadriiformes,Jacanidae,Actophilornis africanus,African Jacana,,143.2,,260.7,,,,145.8,,167.5,,,,,,,,,,,,,,,,42,5,47,6,,,4,8.6,,,,"5, 57, 58"
Charadriiformes,Jacanidae,Microparra capensis,Lesser Jacana,,,,,,,,86.8,,90.6,,,,34.4,,34.8,,,,15.6,,16.2,,,,28.4,5,29.2,5,,,3,4.5,,,,"5, 57, 83"
Charadriiformes,Jacanidae,Irediparra gallinacea,Comb-crested Jacana,,84,,143,,,,121.8,,141.1,,,,55.1,,61.4,,,,25.4,,29.2,,,,36.1,7,41.2,10,,,4,,1,,,18
Charadriiformes,Jacanidae,Hydrophasianus chirurgus,Pheasant-tailed Jacana,,126,,231,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,14.1,,,,41
Charadriiformes,Jacanidae,Metopidius indicus,Bronze-winged Jacana,,176.2,,282.4,,154.6,,162,,189,,,,70.2,,78.7,,,,22.5,,25.1,,,,,,,,,,,11.9,,,,"57, 62"
Charadriiformes,Jacanidae,Jacana spinosa,Northern Jacana,,86.9,,145.4,,,,120.3,,135.3,,,,54.6,,58.7,,,,17.8,,19.3,,,,40.5,,45.5,,,,3.91,8.3,1,,,"1, 7, 57, 68"
Charadriiformes,Jacanidae,Jacana jacana,Wattled Jacana,,108.3,,142.8,,,,124.9,,137.9,,,,,,,,,,31.4,,32.6,,,,,,,,,,,9.7,,,,"57, 79, 80"
Charadriiformes,Chionidae,Chionis alba,Snowy Sheathbill,,735,,638,,,,253,,242,,,,44,,42.9,,,,34.4,,32,,,,126,4,124,10,,,2.38,45.5,2,1,1,"18, 72"
Charadriiformes,Chionidae,Chionis minor,Black-faced Sheathbill,,625,,551,,,,240,,231,,,,48.4,,45.6,,,,,,,,,,112,9,107,6,,,2.09,43.1,2,1,1,"1, 18, 41"
Charadriiformes,Pluvianellidae,Pluvianellus socialis,Magellanic Plover,,89.1,,79.5,,,,137,,137.4,,,,,,,,,,22.2,,20.6,,,,,,,,,,,11.3,,,,"57, 85"
Charadriiformes,Burhinidae,Burhinus oedicnemus,Eurasian Thick-knee,,475,,449,,,,241,,240,,,,,,,,,,40.1,,39.3,,,,121,13,118,13,,,1.9,42,,,,16
Charadriiformes,Burhinidae,Burhinus senegalensis,Senegal Thick-knee,,,,,,,,221,,221,,,,71.4,,70.3,,,,47.2,,46.8,,,,114,5,110,12,,,2,32,,,,"5, 31"
Charadriiformes,Burhinidae,Burhinus vermiculatus,Water Thick-knee,,297,,314.3,,,,205,,205,,,,64.8,,64.8,,,,44,,41.3,,,,,,,,109,16,2,,,,,"5, 67"
Charadriiformes,Burhinidae,Burhinus capensis,Spotted Thick-knee,,,,440.5,,,,231,,231,,,,95,,95,,,,36.8,,36.8,,,,,,,,123,36,2,,,,,5
Charadriiformes,Burhinidae,Burhinus bistriatus,Double-striped Thick-knee,,,,,,,,,,,,,,118,,115.8,,,,,,,,,,,,,,,,,,,,,41
Charadriiformes,Burhinidae,Burhinus grallarius,Bush Thick-knee,,671.5,,625.3,,695,,278.8,,272,,285,,137,,130.9,,,,49.2,,48.7,,,,,,,,,,1.86,41.8,2,4,2,"1, 18, 64, 65, 66"
Charadriiformes,Burhinidae,Burhinus recurvirostris,Great Thick-knee,,,,,,790,,,,,,262.5,,,,,,,,,,,,,,,,,,,,,,,,,67
Charadriiformes,Burhinidae,Burhinus giganteus,Beach Thick-knee,,,,,,,,,,,,,,89.5,,86.5,,,,,,,,,,,,,,,,,,,,,41
Charadriiformes,Haematopodidae,Haematopus ostralegus,Eurasian Oystercatcher,,500,,536,,,,254,,255,,,,50.1,,51.5,,,,69.6,,78.4,,,,104,59,105,46,,,2.77,46.7,2,1,1,"1, 16, 60, 70"
Charadriiformes,Haematopodidae,Haematopus moquini,African Oystercatcher,,668,,730,,,,275,,279,,,,56.1,,57.8,,,,63.2,,71.6,,,,81.4,21,76,18,,,3.88,55.8,,,,5
Charadriiformes,Haematopodidae,Haematopus finschi,South Island Oystercatcher,,517,,554,,,,253,,260,,,,47.2,,48.9,,,,80.3,,92.3,,,,98,18,100,9,,,2.33,44.2,2,4,1,18
Charadriiformes,Haematopodidae,Haematopus bachmani,Black Oystercatcher,,,,,,681,,245,,247.5,,,,51.9,,53.1,,,,68.3,,73.6,,,,,,,,,,2.48,45.2,2,,,"1, 31, 68, 74, 75"
Charadriiformes,Haematopodidae,Haematopus palliatus,American Oystercatcher,,,,,,560,,254.4,,259.5,,,,55.7,,58.6,,,,83,,92.3,,,,103,30,104,29,,,2.45,44.9,2,,,"1, 7, 41"
Charadriiformes,Haematopodidae,Haematopus longirostris,Pied Oystercatcher,,602.3,,626.3,,650,,274.7,,280.9,,275,,56.6,,58.9,,,,73.8,,84.8,,,,108.4,14,111,13,,,2.08,49,2,,1,"18, 31, 66"
Charadriiformes,Haematopodidae,Haematopus unicolor,Variable Oystercatcher,,717,,734,,,,273,,279,,276.5,,56.5,,56.4,,,,82.8,,91.8,,,,106,16,106,13,,,2.4,48.2,2,1,2,"1, 18, 63"
Charadriiformes,Haematopodidae,Haematopus fuliginosus,Sooty Oystercatcher,,740.3,,778.5,,,,290.4,,289.9,,,,55.7,,55.2,,,,71.3,,81.4,,,,117.8,25,117.7,17,,,1.8,69.5,2,3,2,"1, 18, 57, 68, 76, 77"
Charadriiformes,Haematopodidae,Haematopus ater,Blackish Oystercatcher,,,,,,,,,,,,,,54.3,,57.3,,,,,,,,,,,,,,,,,,,,,41
Charadriiformes,Haematopodidae,Haematopus leucopodus,Magellanic Oystercatcher,,,,,,,,,,,,,,47.5,,48.3,,,,,,,,,,,,,,,,,,,,,41
Charadriiformes,Ibidorhynchidae,Ibidorhyncha struthersii,Ibisbill,,,,,,294,,233.5,,255,,,,,,,,,,67.5,,74,,,,,,,,,,,37,,,,"1, 51, 57"
Charadriiformes,Recurvirostridae,Himantopus himantopus,Black-winged Stilt,,164,,157,,,,247,,232,,,,127,,115,,,,63.7,,61.1,,,,71.8,11,70.5,12,,,3.91,21.8,,2,1,"16, 18, 70"
Charadriiformes,Recurvirostridae,Himantopus novaezelandiae,Black Stilt,,219,,227,,,,,,,,238,,,,,,,,,,,,,,82,1,77.8,5,,,4,,2,,,"18, 63"
Charadriiformes,Recurvirostridae,Himantopus mexicanus,Black-necked Stilt,,170.4,,168.7,,,,227,,217.5,,220,,108.8,,103.6,,,,65.3,,63.9,,,,,,,,,,3.69,21,,,,"7, 63"
Charadriiformes,Recurvirostridae,Cladorhynchus leucocephalus,Banded Stilt,,262.8,,261,,,,201.5,,196.2,,,,86.8,,80.8,,,,71.4,,66.3,,,,82.7,32,78.3,18,,,3,,,,,18
Charadriiformes,Recurvirostridae,Recurvirostra avosetta,Pied Avocet,,,,,,306,,226,,225,,,,88.9,,82.4,,,,86.1,,78.3,,,,84.5,12,83.2,15,,,3.89,31.7,,,,"16, 51, 57"
Charadriiformes,Recurvirostridae,Recurvirostra americana,American Avocet,,323.4,,309.8,,,,222.4,,217.7,,,,91.3,,90.3,,,,89.6,,88.8,,,,,,,,,,3.78,28.7,,,,57
Charadriiformes,Recurvirostridae,Recurvirostra novaehollandiae,Red-necked Avocet,,325.9,,322.8,,,,233.3,,232,,,,88.9,,86.3,,,,92.6,,87.8,,,,82,16,83.3,9,,,3.9,,,1,,18
Charadriiformes,Recurvirostridae,Recurvirostra andina,Andean Avocet,,,,,,,,247.2,,245.5,,,,,,,,,,79.6,,73,,,,,,,,,,,,,,,41
Charadriiformes,Charadriidae,Pluvialis apricaria,Eurasian Golden-Plover,,175,,176,,,,190,,190,,,,40.9,,40.2,,,,21.8,,21.6,,,,71.8,40,72.6,40,,,3.85,32.8,2,3,,"1, 16, 57, 68"
Charadriiformes,Charadriidae,Pluvialis fulva,Pacific Golden-Plover,,130,,140,,,,165.9,,168.7,,,,43.8,,43.6,,,,24.1,,23.5,,,,61.4,34,60.8,17,,,3.94,,,,,"7, 18"
Charadriiformes,Charadriidae,Pluvialis dominica,American Golden-Plover,,145,,146,,,,182,,182,,,,43.3,,43.1,,,,23.2,,23.3,,,,65.5,88,64.4,60,,,3.93,26,2,,,"1, 7, 31, 57, 68"
Charadriiformes,Charadriidae,Pluvialis squatarola,Grey Plover,,240.4,,,,,,197,,199,,,,46.8,,47,,,,28.9,,29,,,,73.3,8,72.7,4,,,3.96,34.2,2,,,"1, 7, 16, 57, 68"
Charadriiformes,Charadriidae,Charadrius obscurus,Red-breasted Plover,,160,,110,,,,159.3,,159.1,,,,38.5,,37.2,,,,29,,27.5,,,,63.7,10,62.7,10,,,2.8,21.7,2,1,1,"16, 18, 51"
Charadriiformes,Charadriidae,Charadrius hiaticula,Common Ringed Plover,,63.5,,64.7,,,,132,,135,,,,25.6,,25.9,,,,14.1,,14.5,,,,58.1,16,59.4,9,,,3.79,10.9,2,,,"1, 16, 57, 68"
Charadriiformes,Charadriidae,Charadrius semipalmatus,Semipalmated Plover,,46.1,,47.8,,,,,,,,,,23,,22.8,,,,,,,,,,55.4,9,56.8,5,,,3.79,,2,,,"1, 7"
Charadriiformes,Charadriidae,Charadrius placidus,Long-billed Plover,,,,,,,,,,,,,,32,,32.1,,,,,,,,,,,,,,,,,,,,,41
Charadriiformes,Charadriidae,Charadrius dubius,Little Ringed Plover,,38.3,,39.2,,,,117,,116,,,,25,,24.7,,,,12.7,,12.9,,,,57.6,10,55.8,13,,,3.88,7.7,2,,,"1, 16, 18, 68"
Charadriiformes,Charadriidae,Charadrius wilsonia,Wilson's Plover,,59,,63,,,,116.4,,117.6,,,,29,,28.6,,,,20.7,,20.8,,,,48.9,11,48.2,27,,,2.91,12.4,,1,,"7, 57, 68"
Charadriiformes,Charadriidae,Charadrius vociferus,Killdeer,,92.1,,101,,,,167,,167,,,,35.7,,35.9,,,,20.2,,20.3,,,,95.1,30,94.5,32,,,4,14.5,2,,2,"1, 7, 16, 57, 68"
Charadriiformes,Charadriidae,Charadrius sanctaehelenae,St. Helena Plover,,,,,,41.8,,,,,,115,,,,,,,,,,,,,,,,,,,,,10.8,,,,"16, 31"
Charadriiformes,Charadriidae,Charadrius pecuarius,Kittlitz's Plover,,,,,,,,106,,106,,,,30.8,,,,,,15,,15,,,,43.8,9,42.9,5,,,1.88,,,,,16
Charadriiformes,Charadriidae,Charadrius tricollaris,Three-banded Plover,,,,,,34,,,,,,,,23,,23,,,,,,,,,,53.5,15,53.3,14,,,2.37,,2,,,"1, 18, 41"
Charadriiformes,Charadriidae,Charadrius melodus,Piping Plover,,54.9,,55.6,,,,121,,120,,,,,,,,,,,,,,,,51.9,31,50,24,,,3.64,9.4,,4,1,7
Charadriiformes,Charadriidae,Charadrius alexandrinus,Kentish Plover,,48.2,,47.1,,,,111,,112,,,,27.7,,27.2,,,,15.4,,15.2,,,,43.1,32,42.5,35,,,2.91,9,,3,1,"7, 16, 70"
Charadriiformes,Charadriidae,Charadrius marginatus,White-fronted Plover,,48.3,,48.3,,,,110,,110,,,,,,,,,,17,,17,,,,,,,,50,24,1.97,,2,,,"1, 5"
Charadriiformes,Charadriidae,Charadrius ruficapillus,Red-capped Plover,,37.3,,37.6,,,,105.4,,105,,,,25.7,,25.6,,,,13.8,,13.9,,,,41.5,24,39.7,18,,,2,,2,4,1,"1, 18"
Charadriiformes,Charadriidae,Charadrius collaris,Collared Plover,,,,,,,,,,,,,,25.2,,24.9,,,,,,,,,,,,,,,,,,,,,41
Charadriiformes,Charadriidae,Charadrius bicinctus,Double-banded Plover,,58.8,,58.4,,,,130.2,,127.2,,,,31.3,,30.1,,,,17.2,,17,,,,56.3,26,57.3,9,,,2.93,11.5,2,3,1,"1, 18"
Charadriiformes,Charadriidae,Charadrius mongolus,Mongolian Plover,,,,,,,,130,,131,,,,34.6,,34.5,,,,18.6,,18.6,,,,51.7,16,52.5,12,,,,,,,,18
Charadriiformes,Charadriidae,Charadrius leschenaultii,Greater Sand Plover,,,,,,,,141,,144,,,,36.9,,36.7,,,,23.3,,23.2,,,,53.5,6,51.9,13,,,2.77,,,,,18
Charadriiformes,Charadriidae,Charadrius asiaticus,Caspian Plover,,75.6,,76.2,,,,150,,150,,,,39.7,,40,,,,19.8,,20.1,,,,54.7,13,52.5,8,,,3,,,,,16
Charadriiformes,Charadriidae,Charadrius veredus,Oriental Plover,,,,,,,,166.5,,164.5,,,,46.2,,45,,,,22.5,,22.3,,,,62.5,11,61.4,9,,,,,,,,18
Charadriiformes,Charadriidae,Charadrius montanus,Mountain Plover,,102,,114,,,,146,,149,,,,,,,,,,20.5,,22,,,,,,,,,,2.9,16.5,2,1,1,"1, 7, 57, 68"
Charadriiformes,Charadriidae,Charadrius modestus,Rufous-chested Plover,,,,,,,,139.6,,139.6,,,,,,,,,,22.3,,23,,,,,,,,,,,,,,,41
Charadriiformes,Scolopacidae,Charadrius rubricollis,Hooded Plover,,,,,,,,143.2,,144.4,,,,26,,26.2,,,,17.7,,17.6,,,,,,,,,,,13,2,,,"1, 18"
Charadriiformes,Charadriidae,Thinornis novaeseelandiae,Shore Plover,,,,,,,,121.2,,121.1,,,,23.1,,22.8,,,,23.9,,22.7,,,,61.1,26,61.3,29,,,2.8,12.6,2,3,2,18
Charadriiformes,Charadriidae,Erythrogonys cinctus,Red-kneed Dotterel,,46.8,,50,,,,111.5,,112.2,,,,40.5,,40.1,,,,21.2,,20.7,,,,44.2,15,43.3,11,,,3.66,,2,3,1,"1, 18"
Charadriiformes,Charadriidae,Eudromias morinellus,Eurasian Dotterel,,100,,117,,,,151,,155,,,,35.3,,36.4,,,,15.9,,16.8,,,,,,,,,,,17,1,,,"1, 16, 57, 68"
Charadriiformes,Charadriidae,Oreopholus ruficollis,Tawny-throated Dotterel,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
Charadriiformes,Charadriidae,Anarhynchus frontalis,Wrybill,,58.6,,56.7,,,,119.3,,119,,117,,30,,29.3,,,,29.9,,28.8,,,,44.9,15,43.6,11,,,1.95,11.4,2,1,1,"5, 18, 61"
Charadriiformes,Charadriidae,Phegornis mitchellii,Diademed Sandpiper-Plover,,,,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
Charadriiformes,Charadriidae,Peltohyas australis,Inland Dotterel,,80,,88.2,,,,141.8,,140,,,,35.4,,35,,,,17.2,,17,,,,,,,,,,,,2,,,18
Charadriiformes,Charadriidae,Elseyornis melanops,Black-fronted Dotterel,,28.5,,31.5,,,,110,,112.5,,,,26.1,,26.3,,,,15.4,,15.4,,,,,,,,,,,,2,3,1,"1, 18"
Charadriiformes,Charadriidae,Vanellus vanellus,Northern Lapwing,,211,,226,,,,229,,224,,,,47.4,,47,,,,24.1,,23.9,,,,106,49,101,21,,,3.85,25.5,,,,16
Charadriiformes,Charadriidae,Vanellus crassirostris,Long-toed Lapwing,,170,,170,,,,211,,207,,,,,,81.4,,,,,,,,,,101,3,94.8,5,,,3,19.6,,,,5
Charadriiformes,Charadriidae,Vanellus malabaricus,Yellow-wattled Lapwing,,,,,,140,,195.5,,193,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,57
Charadriiformes,Charadriidae,Vanellus tricolor,Banded Lapwing,,,,,,184,,196.3,,193.4,,,,47.5,,47.6,,,,22.5,,23,,,,82.2,5,79.2,6,,,3.77,21.6,2,,1,"18, 51"
Charadriiformes,Charadriidae,Vanellus miles,Masked Lapwing,,264.2,,252.8,,328,,227.2,,223.2,,229,,79.2,,76.9,,,,36.1,,35.2,,,,95.4,9,92.5,8,,,3.62,32,2,1,1,"18, 57, 40"
Charadriiformes,Charadriidae,Vanellus armatus,Blacksmith Lapwing,,162,,167,,,,207,,207,,,,72.1,,73,,,,27.7,,27.6,,,,87.7,7,83.6,7,,,3.1,16.5,,,,5
Charadriiformes,Charadriidae,Vanellus spinosus,Spur-winged Lapwing,,191.5,,183.8,,,,,,200.7,,,,70.7,,69.1,,,,27.2,,26.7,,,,92.8,12,91.7,9,,,3.5,16.4,,,,"5, 16, 57, 64"
Charadriiformes,Charadriidae,Vanellus duvaucelii,River Lapwing,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,41
Charadriiformes,Charadriidae,Vanellus tectus,Black-headed Lapwing,,,,,,,,191,,190,,,,58.9,,56.6,,,,24.3,,23.3,,,,85.9,8,85.5,8,,,2.2,,,,,5
Charadriiformes,Charadriidae,Vanellus melanocephalus,Spot-breasted Lapwing,,,,,,213.5,,233,,234,,,,63,,61,,,,25,,25.3,,,,104,1,89,4,,,4,,,,,5
Charadriiformes,Charadriidae,Vanellus indicus,Red-wattled Lapwing,,,,,,,,240,,230,,,,78.1,,75.9,,,,33.7,,34.3,,,,,,,,,,,,,,,16
Charadriiformes,Charadriidae,Vanellus albiceps,White-headed Lapwing,,,,,,,,218,,218,,,,75.1,,74.2,,,,33.4,,33,,,,99.4,8,98.4,5,,,3.1,,,,,5
Charadriiformes,Charadriidae,Vanellus senegallus,Wattled Lapwing,,,,,,,,236,,237,,,,89.5,,86.6,,,,34,,33.9,,,,96,8,93.6,8,,,2.5,23.3,,,,5
Charadriiformes,Charadriidae,Vanellus lugubris,Senegal Lapwing,,109.5,,113,,,,178,,171,,,,62.4,,59,,,,22.2,,20.7,,,,64.8,5,61.9,7,,,3,13.7,,,,5
Charadriiformes,Charadriidae,Vanellus melanopterus,Black-winged Lapwing,,,,,,,,210,,205,,,,60.1,,58.3,,,,26.1,,26.4,,,,73,7,70.9,7,,,3,18.2,,,,5
Charadriiformes,Charadriidae,Vanellus coronatus,Crowned Lapwing,,171,,156,,,,196,,195,,,,70,,65.5,,,,31.1,,30.4,,,,87.9,8,83.3,8,,,2.6,17,,,,5
Charadriiformes,Charadriidae,Vanellus superciliosus,Brown-chested Lapwing,,,,,,,,,,,,,,,,53.6,,,,,,,,,,72,2,70.3,5,,,3.5,,,,,"5, 41"
Charadriiformes,Charadriidae,Vanellus gregarius,Sociable Lapwing,,252,,200,,,,206,,204,,,,59.8,,59.2,,,,29.4,,28.7,,,,84.2,22,81.9,19,,,,26.5,,,,"5, 16, 57"
Charadriiformes,Charadriidae,Vanellus leucurus,White-tailed Lapwing,,,,,,,,179,,177,,,,73.5,,71,,,,29.4,,29.1,,,,74,20,72.1,19,,,,,,,,"5, 16"
Charadriiformes,Charadriidae,Vanellus cayanus,Pied Lapwing,,,,,,,,,,,,,,44.6,,43.3,,,,,,,,,,,,,,,,,,,,,41
Charadriiformes,Charadriidae,Vanellus chilensis,Southern Lapwing,,,,,,352.5,,232,,230.1,,,,74.6,,74,,,,,,,,,,,,,,,,,27.8,,,,"43, 57"
Charadriiformes,Dromadidae,Dromas ardeola,Crab Plover,,,,,,,,215,,215,,,,93.6,,93.8,,,,58.1,,56.8,,,,67.2,12,68.1,10,,,1,45,,,,"1, 16"
Charadriiformes,Pluvianidae,Pluvianus aegyptius,Crocodile-bird,,,,,,82,,139,,139,,,,,,,,,,,,,,,,63.4,14,61.2,13,,,2.4,9.2,,,,16
Charadriiformes,Glareolidae,Rhinoptilus africanus,Double-banded Courser,,86,,88,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,10.4,,,,1
Charadriiformes,Glareolidae,Rhinoptilus chalcopterus,Bronze-winged Courser,,151,,155.2,,,,180,,180,,,,,,,,75.8,,,,,,,,,,,,,,,,,,,5
Charadriiformes,Glareolidae,Rhinoptilus cinctus,Three-banded Courser,,125,,,,,,163.5,,163.5,,,,72.5,,72.5,,,,,,,,,,,,,,,,,,,,,5
Charadriiformes,Glareolidae,Rhinoptilus bitorquatus,Jerdon's Courser,,,,,,164.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
Charadriiformes,Glareolidae,Cursorius cursor,Cream-colored Courser,,131,,128,,,,158,,156,,,,,,,,,,,,,,,,60.2,14,59.4,10,,,2,13.9,,,,"16, 31"
Charadriiformes,Glareolidae,Cursorius rufus,Burchell's Courser,,,,,,75,,135,,135,,,,48,,48,,,,22.9,,22.9,,,,,,,,45.9,27,1.9,,,,,5
